"Changetime","Keyword","Remarks","Ticketinfo","Parkinginfo_py","Parkinginfo_px","Parkinginfo","Website","Level","Class3","Class2","Class1","Orgclass","Py","Px","Gov","Map","Picdescribe3","Picture3","Picdescribe2","Picture2","Picdescribe1","Picture1","Opentime","Travellinginfo","Zipcode","Add","Tel","Description","Toldescribe","Zone","Name","Id"
"2016/12/30 17:37:57","中和","","","","","","","","","","18","","25.01057","121.47768","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","未提供","","235","新北市中和區員山路611巷11弄4號","886-2-22226965","慈安宮建物面積為一五○坪，主祀李府千歲。該宮係民國六十五年(一九七六)由劉樵卿、劉又福從洲仔村慈安宮迎請李府千歲聖像，供於臺北市德昌街六十號。民國七十年(一九八一)，選擇中山路二段二巷六十三號為宮址，成立功德會，十月入火安座，取名「慈安宮」。","慈安宮建物面積為一五○坪，主祀李府千歲。該宮係民國六十五年(一九七六)由劉樵卿、劉又福從洲仔村慈安宮迎請李府千歲聖像，供於臺北市德昌街六十號。民國七十年(一九八一)，選擇中山路二段二巷六十三號為宮址，成立功德會，十月入火安座，取名「慈安宮」。","","中和慈安宮","C1_382000000A_110221"
"2016/12/30 17:37:57","中和","","","","","","","","","","18","","24.99814","121.46681","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","05:00~22:00","","235","新北市中和區華安街17巷2號邊","886-2-29612495","道行宮建物面積為十坪，主祀天上聖母，副祀關聖帝君、福德正神、太子爺以及濟公活佛。 該宮創建於民國七十九年(一九九○)十月，現由王瑞定擔任管理人。","道行宮建物面積為十坪，主祀天上聖母，副祀關聖帝君、福德正神、太子爺以及濟公活佛。 該宮創建於民國七十九年(一九九○)十月，現由王瑞定擔任管理人。","","中和道行宮","C1_382000000A_110222"
"2016/12/30 17:37:57","中和","","","","","","","","","","18","","24.98251","121.49028","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","未提供","","235","新北市中和區圓通路369巷66號","886-2-29603456","慈雲寺又名慈雲岩，初建於清咸豐年間，位於中和區圓通寺後方之柯子崙山頂，寺院座落於群峰疊翠之中，在寺前廣場可以俯瞰大台北地區和觀音山脈，鍾靈毓秀，雲興霞蔚，景色宜人。民國四十三年六月十九日圓通寺後山大火，延燒了十八甲多的山林，四周盡化為灰燼，唯有後山柯子崙頂〈咸豐時期所建的慈雲岩舊址〉，方圓二、三百坪處，未被祝融波及，大眾咸認是觀世音菩薩顯靈。於是由圓通寺住持妙清法師倡議，囑其門徒達進法師於原址重建慈雲岩。該寺所在之柯子崙，由圓通寺旁邊登山步道可以直上到達，附近地形特異，多奇岩怪石，這是一條風景優美的登山步道。另一側亦闢有環山 道路，汽車可直抵山門，成為近年臺北地區佛教名剎，每逢假日，登山客、遊人如織。慈雲寺一樓為觀音殿，以供奉觀世音菩薩為主，副祀十八羅漢，二樓為大雄寶殿，供奉本師釋迦牟尼佛，左、右側為文殊及普賢菩薩，巍峨雄壯，蔚為大觀。這裡供奉的觀音菩薩靈驗異常，香客絡繹不絕。","慈雲寺又名慈雲岩，初建於清咸豐年間，位於中和區圓通寺後方之柯子崙山頂，寺院座落於群峰疊翠之中，在寺前廣場可以俯瞰大台北地區和觀音山脈，鍾靈毓秀，雲興霞蔚，景色宜人。

民國四十三年六月十九日圓通寺後山大火，延燒了十八甲多的山林，四周盡化為灰燼，唯有後山柯子崙頂〈咸豐時期所建的慈雲岩舊址〉，方圓二、三百坪處，未被祝融波及，大眾咸認是觀世音菩薩顯靈。於是由圓通寺住持妙清法師倡議，囑其門徒達進法師於原址重建慈雲岩。

該寺所在之柯子崙，由圓通寺旁邊登山步道可以直上到達，附近地形特異，多奇岩怪石，這是一條風景優美的登山步道。另一側亦闢有環山 道路，汽車可直抵山門，成為近年臺北地區佛教名剎，每逢假日，登山客、遊人如織。慈雲寺一樓為觀音殿，以供奉觀世音菩薩為主，副祀十八羅漢，二樓為大雄寶殿，供奉本師釋迦牟尼佛，左、右側為文殊及普賢菩薩，巍峨雄壯，蔚為大觀。

這裡供奉的觀音菩薩靈驗異常，香客絡繹不絕。在殿前有佛偈云：慈引十方群生入佛地雲中重現古剎奉觀音慈雲寺落成後，香火鼎盛，膜拜者日多，逐漸不敷容納，重大祭典時，甚至無立足之地。此後歷年均有增建，時至今日，講堂、 齋堂、客廳等皆已完成。

正殿亦於民國六十三年擴建。每日除早、晚課之外，若逢觀世音菩薩祭祀日：農曆二月十九日為降生日、六月十九日為得道日、九月十九日為出家紀念日，皆有舉辦重大觀音法會慶典。此外，開山祖師達進法師，自建寺以來，不辭勞苦，不畏艱辛，在慈雲寺建設完工後，接著又於山下圓通路 367巷2號，興建一棟七層的慈雲大樓，成立慈雲圖書館、講堂，推廣花藝班、書法班、共修念佛會…等，對於推動當地社會慈善及文化事業，不遺餘力。","","中和慈雲寺","C1_382000000A_110223"
"2016/12/30 17:37:58","捷運,中和線,捷運永安市場站,中和","","","","","","","","","","18","","25.00136","121.51172","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","全年無休","","235","新北市中和區中安街、安樂路、安平路及永貞路間","886-2-29603456","公園位於秀安區，介於中安街與安平路口，可搭乘捷運南勢角線永安站下車。佔地面積有10.804公頃，公園設施有籃球場、兒童遊戲區、圖書館、交通隊、廁所。","公園位於秀安區，介於中安街與安平路口，可搭乘捷運南勢角線永安站下車。佔地面積有10.804公頃，公園設施有籃球場、兒童遊戲區、圖書館、交通隊、廁所。","","八二三紀念公園","C1_382000000A_110227"
"2016/12/30 17:37:57","捷運,中和線,捷運景安站,中和","","","","","","","","","","18","","24.99122","121.50221","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","全年無休","","235","新北市中和區復興路280巷，客家文化會館後方","886-2-22482688","面積： 0.5263公頃。設施： 涼亭、兒童樂設施、簡易流動廁所、體建設施。","面積： 0.5263公頃。設施： 涼亭、兒童樂設施、簡易流動廁所、體建設施。","","復興公園","C1_382000000A_110238"
"2016/12/30 17:37:57","中和","","","","","","","","","","18","","25.00354","121.47415","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","上午8點至下午7點，每週一休市","","235","新北市中和區民享街37號","886-2-22482688","位於熱鬧的中和區環球購物中心對面巷子內，雖有26年以上歷史，依然門庭若市，舉凡果菜、畜肉、五金、服飾、飲食類皆包辦，消費者大部分的需求都可以在民享市場內獲得解決，尤其到了假日及重要民俗節慶時，更是擠的水洩不通。 

因市場內排列井然有序，於94年度榮獲全國「示範傳統市場」第一名之殊榮，這也是該市場長久以來獲得消費者青睞主因之一。","位於熱鬧的中和區環球購物中心對面巷子內，雖有26年以上歷史，依然門庭若市，舉凡果菜、畜肉、五金、服飾、飲食類皆包辦，消費者大部分的需求都可以在民享市場內獲得解決，尤其到了假日及重要民俗節慶時，更是擠的水洩不通。 

因市場內排列井然有序，於94年度榮獲全國「示範傳統市場」第一名之殊榮，這也是該市場長久以來獲得消費者青睞主因之一。","","民享公有零售市場","C1_382000000A_110243"
"2016/12/30 17:37:57","捷運,中和線,捷運景安站,中和","","","","","","","","","","18","","25.00051","121.50101","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","上午8點至下午7點，每週一休市。","","235","新北市中和區中和路74號","886-2-29603456","於民國65年建成使用，並位於中和區歷史悠久的廣濟宮正對面，地理條件極優。市場規劃攤位113攤，除業種豐富、服務親切、乾淨衛生及停車方便外，近年來市場自治會發揮其功能，凝聚共識，激發自我改善的決心，也在中和區公所大力推動配合下，裝設空調設備，營造舒適的購物空間。","於民國65年建成使用，並位於中和區歷史悠久的廣濟宮正對面，地理條件極優。市場規劃攤位113攤，除業種豐富、服務親切、乾淨衛生及停車方便外，近年來市場自治會發揮其功能，凝聚共識，激發自我改善的決心，也在中和區公所大力推動配合下，裝設空調設備，營造舒適的購物空間。","","枋寮零售市場","C1_382000000A_110244"
"2016/12/30 17:37:56","捷運,中和線,捷運南勢角站,中和","","","","","","","","","","18","","24.98381","121.50821","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","全年無休(以各店家營業時間)","","235","新北市中和區華新街","886-2-29603456","飲食習慣最能反映出此地僑民的思鄉情切，中和許多緬僑都是從雲南退駐到緬、泰的軍隊或居民後裔，也因此在飲食上便傳承了雲南及緬甸的烹調手法，口味也特別道地，連店招牌也不忘寫上緬甸文；平時散居在臺灣各地的華僑都會特地來到這裡品味家鄉小吃，慰藉鄉情。

華新街上的餐廳幾乎都是緬甸、雲南、泰國口味的小吃，就連招牌也多寫著少見的緬甸文字，這些看來並不起眼小吃店，卻是擁有最正統道地的緬甸小吃，如巴巴絲 (粉條)、椰汁雞、魚湯麵、咖哩雞、香辣河粉、雞絲拌麵、豌豆炸餅等，可是在臺灣其他地方都難吃到的。另外還有南洋進口食品專賣店，各種調味食品一應俱全。","飲食習慣最能反映出此地僑民的思鄉情切，中和許多緬僑都是從雲南退駐到緬、泰的軍隊或居民後裔，也因此在飲食上便傳承了雲南及緬甸的烹調手法，口味也特別道地，連店招牌也不忘寫上緬甸文；平時散居在臺灣各地的華僑都會特地來到這裡品味家鄉小吃，慰藉鄉情。

華新街上的餐廳幾乎都是緬甸、雲南、泰國口味的小吃，就連招牌也多寫著少見的緬甸文字，這些看來並不起眼小吃店，卻是擁有最正統道地的緬甸小吃，如巴巴絲 (粉條)、椰汁雞、魚湯麵、咖哩雞、香辣河粉、雞絲拌麵、豌豆炸餅等，可是在臺灣其他地方都難吃到的。另外還有南洋進口食品專賣店，各種調味食品一應俱全。","","華新街(緬甸街)","C1_382000000A_110246"
"2016/12/30 17:37:57","中和,山嶽","","","","","","","","","","18","","24.98893","121.50484","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","全年無休","","235","新北市中和區南山路236巷內社區停車場(此為登山口處)","886-2-29603456","海拔171.5公尺；一般人都稱外南勢角山為國旗嶺，這是因為在山頂上有一座由以前退伍老兵所建的涼亭，名為國旗亭，因而得名。涼亭旁有一升旗臺，每日升降國旗。外南勢角山雖不高，但由於其他登山步道沿稜線開闢，必須經過這座小山頭，因廣為人知而小有名氣。","海拔171.5公尺；一般人都稱外南勢角山為國旗嶺，這是因為在山頂上有一座由以前退伍老兵所建的涼亭，名為國旗亭，因而得名。涼亭旁有一升旗臺，每日升降國旗。外南勢角山雖不高，但由於其他登山步道沿稜線開闢，必須經過這座小山頭，因廣為人知而小有名氣。","","外南勢角山","C1_382000000A_110248"
"2016/12/30 17:38:05","石碇","","","","","","","","","12","11","","24.97499","121.63446","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","全天開放","","223","新北市石碇區筆架山","886-2-26631080","筆架山位於新北市深坑區與石碇區的交界處，為一處呈鋸齒狀的連峰岩壁，其最高峰為並立的兩座山頭，無基點，因遠看就像是毛筆放置之筆架，故被稱為筆架山。
山上連峰多數為坡度陡峭的瘦稜，縱走筆架山有時要鑽林，有時要爬岩，有時更要跨上稜刃，其上下盤迴的形勢，相當刺激。","筆架山位於新北市深坑區與石碇區的交界處，為一處呈鋸齒狀的連峰岩壁，其最高峰為並立的兩座山頭，無基點，因遠看就像是毛筆放置之筆架，故被稱為筆架山。
山上連峰多數為坡度陡峭的瘦稜，縱走筆架山有時要鑽林，有時要爬岩，有時更要跨上稜刃，其上下盤迴的形勢，相當刺激。","","筆架山","C1_382000000A_110249"
"2016/12/30 17:38:31","捷運,蘆洲線,捷運三民高中站,蘆洲","","","","","","http://temple.lujou.com.tw/","","","","18","","25.08326","121.47135","382000000A","","","","","","此景點目前暫不開放照片授權","http://tour.ntpc.gov.tw/Content/img/place_default.png","05:00-23:00","","247","新北市蘆洲區得勝街96號","886-2-22818642","湧蓮寺廟宇建築體座落於蘆洲區街中心的得勝街與成功路口，因地屬蓮花穴而稱之為「湧蓮」。蘆洲舊日又名「和尚厝」，是因為以前的土地由僧侶所掌管，所以也稱「和尚洲」。正殿主祀南海觀世音佛祖尊像，陪祀善才、龍女、韋馱與伽藍護法，為當地信仰中心。整體建築為前半部的湧蓮寺與後半部的懋德宮合祀型態的廟宇湧蓮寺，湧蓮寺在廟宇內外裝飾主要採用剪黏泥塑、彩繪、木雕、石雕等方式，最特殊的技法是有為數不少的飛天樂伎雀替，在其他寺廟尤為罕見，在後殿懋德宮前方，裝置了佔滿壁面以鄭成功史蹟為主的青銅浮雕，這種以大片現代化式青銅浮雕裝飾的作法。","湧蓮寺廟宇建築體座落於蘆洲區街中心的得勝街與成功路口，因地屬蓮花穴而稱之為「湧蓮」。蘆洲舊日又名「和尚厝」，是因為以前的土地由僧侶所掌管，所以也稱「和尚洲」。正殿主祀南海觀世音佛祖尊像，陪祀善才、龍女、韋馱與伽藍護法，為當地信仰中心。整體建築為前半部的湧蓮寺與後半部的懋德宮合祀型態的廟宇湧蓮寺，湧蓮寺在廟宇內外裝飾主要採用剪黏泥塑、彩繪、木雕、石雕等方式，最特殊的技法是有為數不少的飛天樂伎雀替，在其他寺廟尤為罕見，在後殿懋德宮前方，裝置了佔滿壁面以鄭成功史蹟為主的青銅浮雕，這種以大片現代化式青銅浮雕裝飾的作法。門外兩側各立一尊佛教護法神，左韋馱柱杵，右伽藍持槍托塔，高度近一丈。湧蓮寺一開始只是一個小茅舍，但不過10年的時間就已經進行改建，歷經4次的修建，成為今日金碧輝煌的廟體。每年農曆9月17至19日，也就是俗稱的「佛祖出家紀念日」，湧蓮寺都會舉辦盛大慶典；尤其是9月18日，還會舉辦遶境活動，一般稱為「蘆洲大拜拜」，各地的陣頭廟宇都會參加，為蘆洲每年相當熱鬧的地方盛會。","","湧蓮寺","C1_382000000A_110253"
