"listName","orgName","infos__InfoId","infos__TYWebsite","infos__Name","infos__Toldescribe","infos__Add","infos__Zipcode","infos__Travellinginfo","infos__Opentime","infos__Px","infos__Py","infos__Website","infos__Parkinginfo","infos__Ticketinfo","infos__Remarks","infos__Tel","infos__Fax","infos__Changetime"
"","","1172","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1172","福仁宮","和平老街尾，一座屹立百年的宮廟，為熱鬧騰騰的商街增添了一股莊嚴氣息。福仁宮－在地人口中的大廟，建於嘉慶18年(1813)，當時的漳州移民為了免去逢年過節得渡大嵙崁溪至埔頂祭拜開漳聖王的不便，遂由李炳生(李騰芳之父)、呂蕃調、林本源等人集資建廟。福仁宮現今不只是大溪漳州信仰重地，且有祭祀客家、潮州、泉州之地方神祇，頗為罕見。日人侵台時期，福仁宮設立安民局為當地抵日據點，日治時期則被作為衛戍醫院，後歷經二度重建，現為大溪規模數一數二的宮廟。    福仁宮占地300餘坪，為一座三殿式建築，屋頂皆為假四垂設計，中廳或廂房都設有二支龍柱。主殿挑高與二層樓後殿高度相當，象徵主祀及陪祀的神祇無大小之分。被和平老街一分為二的廟埕，早期常見孩童齊聚打陀螺、里民們閒話家常的景象，現除了當作停車場亦是社區活動場地，人情味百年依舊。    如果想要體驗在地廟會活動，農曆二月十一日的「賽神豬｣活動絕對不容錯過。為慶祝開漳聖王誕辰，十大姓氏輪流獻神豬，十年一輪，每個家族必都視為大事，神豬得由專業師父彩繪花紋，並送至福仁宮廣場獻祭，來自各方的信徒隨著隊伍遊街，沿途北管鑼鼓吹奏傳統樂曲，加上民俗戲曲表演，場面熱鬧非凡。具有百年歷史的「賽神豬｣活動，隨著時代演進，雖已改由麵龜、麵線、橘子等食材製成「創意神豬｣，仍是精采可期的文化盛會。","335桃園市大溪區和平路100號","335","1.	搭乘台灣好行巴士慈湖線、小烏來線、捷順交通710線於於大溪老街站下車，沿台7線步行至慈湖路左轉和平路即抵  2.	搭乘桃園客運5096線、5098線、桃園客運．台北客運聯營9103線於大溪總站下，沿慈湖路轉和平路約步行7分鐘即抵","04:00~20:30，全年無休","121.28656","24.88587","","1.	橋頭停車場有大型車15格，小型車418格  2.	公所前停車場有小型車45格  3.	停二停車場有小型車82格  4.	月眉停車場有大型車8格，小型車130格","免費","開車較不易找停車位，建議搭乘大眾運輸工具","886-3-3883261","886-3-3871235","2017/03/21 11:08:34"
"","","1173","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1173","新南老街","如果說和平老街像是一首時至今日依舊被傳唱著的主流樂曲，那麼新南老街就是大嵙崁的獨立音樂，沒過多熱鬧喧囂，卻用獨特的藝文氣息，散佈奇妙的感染力，聽過必然難忘。文青限定的舊巷之美，怦然心動的舊日時光，等你來訪聆聽。          新南老街又名中山老街，與和平老街僅隔500公尺，不同於和平老街商家林立，新南老街從清末至日治時期便是集政經、文教於一身的豪宅精華特區，清代撫墾總署、日治時期之郡役所、郵便局、小學校、公會堂、武德殿等公家單位匯聚於此，有如今日的台北「博愛特區」。在此區居住者，非富即貴；富商簡阿牛、加藤仁作、秀才呂鷹楊都是當時有頭有臉的大戶人家。老街單號側為有錢人宅邸，雙號側則為工人房、倉庫與民宅，一條街看盡貧富縮影。               相對於和平老街，新南老街的街屋立面更顯大器豪華，中西混搭式的巴洛克風格，每一棟的牌樓都像是在互相爭競似的高調張揚。老街上最吸睛的「建成商行」，即是富豪簡阿牛的宅院，羅馬拼音的外語店號、黃銅包覆的中央圓頂、對稱式山牆、西式雙柱、遠超過一般店面的3倍大面寬等，凸顯簡家財力雄厚。相鄰的「永春」、「先記」牌樓是呂姓大家族的豪邸，山牆上的孔雀開屏氣勢磅礡，鰲魚、麒麟、琴棋書畫等中式祥瑞雕飾、以及剪粘花草設計都頗具巧思，當年建造時據傳皆以帆布覆蓋，免得建築樣式被抄襲。新南老街上另有移居大溪的名門望族-「烏衣舊族」、「龍塘世第」的堂號，一表感念故鄉之情。    現今的新南老街，隨著豪門沒落、後代子孫搬離大溪後，奢華的街屋也只剩立面牌樓繼續見證流逝的風光歲月。    下回走訪大溪，不妨拐個彎走進中山路，走讀一屋一故事，遇見昔日大溪繁華。","335桃園市大溪區興和里中山路","335","1.	搭乘台灣好行巴士慈湖線、小烏來線、捷順交通710線於大溪老街站下車，沿台7線步行至復興路右轉中山路即抵  2.	搭乘桃園客運5096線、5098線、桃園客運．台北客運聯營9103線於大溪總站下，沿中央路轉中山路步行約180公尺即抵","全年無休","121.28639","24.88186","","1.	橋頭停車場有大型車15格，小型車418格  2.	公所前停車場有小型車45格   3.	停二停車場有小型車82格  4.	月眉停車場有大型車8格，小型車130格","免費","開車較不易找停車位，建議搭乘大眾運輸工具","886-3-3882201","886-3-3322101","2017/03/21 11:04:24"
"","","1174","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1174","迷宮巷(草店尾)","來大溪玩可別老是往人擠人的老街鑽，探尋隱藏版景點才夠厲害！位於和平老街上的福仁宮旁，當地人口中的「後尾仔｣，外地人走進這狹窄蜿蜒的巷弄，就像是進入不可測的迷宮陣；原來人聲鼎沸的場景，轉瞬間只聞雞鳴狗吠。穿梭土角厝、石板牆，拐個彎，一抬眼，竟是帽子歌后－鳳飛飛故居，一台不起眼的雙輪木板車、院內幾顆椰子樹、百年古井，記錄著鳳姐昔日「流水年華｣。          發現了嗎?這裡的建築沒有老街上的華麗姿態，而是再日常不過的矮屋街景，但也正因此多了道純樸的庶民風情。    當年大漢溪河運繁榮，許多外地雇工便在河階旁的「後尾仔｣就地搭建草屋，範圍不大的街區有著土地公廟、石板院埕、穿瓦衫、斗子砌、雁止磚、TR標記磚等多種屋相，高低寬窄任屋主而定，「後尾仔｣裡沒有一處是複製風景，每個轉角都是驚喜。            如果想聽聽街坊故事，不妨前往鳳飛飛故居斜對面的草店尾小客廳，這處由大溪在地人經營的借問站，讓你不只是走馬看花，更可挖掘到許多旅行書上沒有的地方逸事，平時也作為里民聚會場地，人情味無處不在。除此之外，小客廳也是當地文創展演場所兼藝術工坊，設計大師－蕭青陽曾在此與至善高中學生、當地鄰里等聯合舉辦「愛木客廳空間展｣，小小巷弄中蘊藏著大大創作能量。歡迎來這街角博物館，一同來探秘尋寶。 ","335桃園市大溪區草店尾(福仁宮後)","335","1.	搭乘台灣好行巴士慈湖線、小烏來線、捷順交通710線於大溪老街站下車，沿台7線步行至慈湖路左轉和平路，由福仁宮後方進入   2.	搭乘桃園客運．台北客運聯營9103線、桃園客運5096線、桃園客運5098線於大溪總站下，沿慈湖路轉和平路，由福仁宮後方進入","全年無休","121.28682","24.88584","","1.	橋頭停車場有大型車15格，小型車418格  2.	公所前停車場有小型車45格   3.	停二停車場有小型車82格  4.	月眉停車場有大型車8格，小型車130格","免費","前往參觀請放低腳步聲與音量，以免打擾當地居民   開車較不易找停車位，建議搭乘大眾運輸工具","886-3-3322101","886-3-3322101","2017/03/21 11:00:12"
"","","1018","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1018","大慶洞","    新落成開放的大慶洞，為桃園大溪地區帶來旅遊新風貌，也讓古城漫步有了視覺上的驚喜。位於大溪橋與大漢溪畔的大慶洞，過去曾經是桃園與大溪間往來必經的狹窄隧道，隨著武陵橋的興建完工而不再是交通要道，在桃園市政府與大溪區公所的改造下，成功轉型成為休憩型觀光步道出入口，邀請藝術家彩繪當地意象，讓遊客可入內一探在地活潑又充滿設計感的彩繪藝術，還有石板步道通往大溪老街，是來到大溪必遊的新興景點。    曾被喻為大溪門戶的大慶洞，全長27.5公尺、寬5公尺、高5.8公尺，早期的大慶洞作為公路隧道，往來車輛眾多，但也隨著車輛體積的增大，其低矮的洞口妨礙車子的進入而造成交通的壅塞，甚至在先總統蔣公的靈柩移靈至慈湖時，因靈車的高度太高，而緊急將大慶洞的路面向下刨低兩公尺，才讓車輛順利通過，而有了目前特殊高地路面的景象；隨著武陵橋的通車，也就不再提供車輛的通行，而成為行人專用的徒步區。        貫穿了大溪橋與前往武陵橋的大慶洞，雖然一度沈寂，在市政府與區公所的積極改造下，跟上了在台灣各地吹起的彩繪風潮，為營造出令人印象深刻而富代表性的在地意象，邀請六位藝術家耗時一個月設計創作，初期以威尼斯人酒店天花板的天空圖樣為設計主軸，手繪出大溪最具代表性的歷史建築與人文意象，如大溪橋、大溪和平老街、石門水庫、武德殿、大慶洞、商行街屋等，還有當地美食、農特產如豆干、綠竹筍、苦茶油等；一路走過，從黑白進階到繽紛的色彩，象徵著大溪的發展步入蓬勃發展的現代，而從3D繪畫的作品中窺見大溪的發展，見證過往的同時，也讓遊客從藝術角度體驗不一樣的老城故事。        想要一探知名的大溪老街，可沿著大慶洞旁的百年石板古道拾階而上，就能抵達這條最能代表大溪特色的老街，具有巴洛克建築風格的街屋，以及深刻的歷史歲月痕跡，都讓人回味不已；住家外牆上的雕刻圖案除了具有裝飾意味，也與巴洛克式的建築本體相互輝映，如今更推出生態博物館的概念，串連起各歷史街屋，讓整個大溪的遊程更具溫度。","335桃園市大溪區大溪橋與武嶺橋東岸間","335","1.搭乘台灣好行巴士慈湖線、捷順交通710線於大溪老街站下車即抵。  2.搭乘桃園客運5096線、5098線往大溪，在新街尾站下車即抵。","全年無休","121.28521","24.88624","","附近設有月眉以及橋頭停車場。","免費","","886-3-3322101","886-3-3322101","2017/03/21 10:56:12"
"","","994","travel.tycg.gov.tw/zh-tw/Travel/Attraction/994","大溪木藝生態博物館-壹號館","  源於北歐的「生態博物館」概念，提倡「居民」才是核心角色，顛覆了一般人對博物館的刻板印象，不但是台灣首座冠以「生態」二字的博物館，也是目前除了宜蘭與金門外，台灣西部地區首創的無圍牆博物館。    走訪大溪，處處可發現兩百餘年的歷史縮影，自1810年代就有木器業在此紮根，經過兩百年的發展，仍可在現今的和平老街、康莊路、信義路與員林路等地，發現許多木器行與製材廠林立，堪稱台灣木器產業重鎮。另一方面，在1901年改制後的大嵙崁支廳設置於此，而在普濟路一帶陸續興建的警察宿舍群，也形成獨特的警察生活圈，見證了大溪百年的警政發展史。    木藝生態博物館本著保存文化資產與結合在地社群的理念，推出「大溪木藝產業」和「大溪常民生活」兩大核心主題，將公有館舍重新修繕，空間涵蓋武德殿及22戶日式宿舍群，採分年分階段修繕開放，同時串連起當地各個歷史街屋，將整個大溪打造成一座人文博物館。        目前博物館第一個對外開放的館舍就名為「壹號館」，是1920年代興建的日式高架平房建築，也曾作為大溪國小校長的日式宿舍。前屋主是大溪初級中學英文老師陳茂林，其夫人陳王翠梧女士曾在屋內教授裁縫，宿舍門口高掛「溪光縫紉補習班」的場景，牽動了許多大溪婦女的共同回憶；從原來私人生活場所變身成為公共空間，也讓老房子有了新的生命力。        為了重現大溪木藝風華，這座壹號館保留了木造日式外觀，展示以「木藝」為主軸，內容涵蓋了木藝、食物、宗教等常民生活文化，戶外設有「新玉清木器」設計的大溪老街牌樓造型長木椅，室內則有「協大木器」打造新的木桌椅，搭配生動的影音導覽，在在訴說著大溪古往今來的歷史文化。    除了一覽博物館本身的文化歷史外，如果時間夠充分，不妨走出館外，造訪巷弄中的街角館，這15處街角館與博物館合作，為遊客導覽大溪在地的工藝之美，每個街角館就是一個主題的小分館，如達文西瓜藝文館、新玉清木器、協大木器行、下街四十番地工房、協盛木器等皆在和平老街上。另外，在大溪老街盡頭，就是擁有百年歷史的大溪中正公園，園內留有日據時代大溪神社遺址；穿越公園另一側進入大溪藝文之家（蔣公行館），園區包括了日治時代的建築「公會堂」及「蔣公行館」，都極具特色，透過深入走訪大溪的街頭巷尾，也將昔日風華一一重現。     ","335桃園市大溪區中正路68號","335","1.搭乘台灣好行巴士慈湖線、小烏來線、捷順交通710線於大溪老街站下車即抵。  2.搭乘桃園客運 5096線、5098線往大溪，於大溪總站下車，再左轉得勝路>大溪區公所>右轉普濟路>步行3分鐘達武德殿. >再沿普濟路走4分鐘>抵達壹號館。","09:30-17:00（週一休館，如遇國定假日照常開放）","121.28543","24.88336","http://wem.tycg.gov.tw/index.jsp","1. 月眉停車場有大型車8格，小型車130格(沿河漫步並爬上石板古道至木博約12分鐘)。  2. 大溪橋頭停車場有大型車15格，小型車418格(走過大溪橋爬上階梯至木博約10分鐘)。  3. 平日前往可至大溪區公所前停車場，有小型車45格，或壹號館旁的停二停車場，有小型車82格。","免費","為維護參觀品質，館內實施遊客總量管制以15人為限。","886-3-3888600","886-3-3888677","2017/03/21 10:52:26"
"","","1003","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1003","大溪橋","橫跨大漢溪的大溪橋，就位於中正公園的下方，串連了大漢溪左岸自行車道，提供行人徒步與自行車使用，除了纜索線燈在夜晚開啟的設計，美化了大漢溪河岸夜景，橋身採用與大溪老街相仿的巴洛克建築風格，橋的兩端連接了大溪瑞安路一段與大溪老街，可趁著週休二日來一場文化美食輕旅行。    建於民國二十三年的大溪橋，早期是以竹籠與石塊堆疊興建而成的竹木板橋，可說是大溪居民對外聯絡的重要通道，也聯繫了溪東、溪西兩地居民的濃厚情誼。後在日治時代改建成為全長兩百八十公尺的雙孔鋼索吊橋，與現今樣貌較為符合；隨著武陵橋與第二外環道的開通，大溪橋逐漸失去交通運輸的重要性，再加上颱風的肆虐，而歷經了兩次的改建，並在「社區總體營造」的概念下，決定加以美化重建，就在區公所與公路局的規劃下，在民國九十年正式動工，將大溪橋改建成為全長三百三十公尺、共十三根橋墩的鋼筋混凝土橋。    改建後的大溪橋，外觀仿造日據時代的大溪古吊橋，橋的入口處是復古的拱門造型，加上半圓形式的雕花罩頂，有如城堡般氣派大方；穿越過巴洛克式的浮雕拱門，可沿著紅磚瓷瓦拼貼而成橋面走道，欣賞與大溪老街相仿的巴洛克式風格橋身，灰白色的雕花與老街的街景風格相互輝映，更顯古典雅致；走累了，橋上則提供有座位可讓遊客稍事休息。    除了橋上的遊憩設施，橋上的視野景致也是大溪招牌風景之一，在此可遠眺石門水庫與淡水觀音山的秀麗景致，而大溪橋的兩旁分別還有武陵橋與崁津大橋左右夾峙，看著溪谷、岩石與遠處橋樑交織共譜，雖已不復見百年前「崁津歸帆」的知名美景，但仍可乘著徐徐的微風，在自然的洗禮下遙想當年盛景。    若是在傍晚後前來也別急著離去，這裡可是看夕陽的好地方；夜晚點燈後，橋身更加光彩絢麗，充滿異國情調，將大溪橋帶出另一番華麗風貌，也讓大溪橋享有「情人橋」的美稱，尤其吸引許多攝影愛好者前來取景。    每到假日，還有街頭藝人在此表演陀螺或是樂曲演奏，在大溪橋頭畔也可賞玩天長地久愛情陀螺，據說依照指示轉動可使愛情增溫，也見證了夫妻情侶間的愛情誓言。","335桃園市大溪區瑞安路一段","335","1.搭乘台灣好行巴士慈湖線、捷順交通710線於大溪老街站下車可抵。  2.搭乘桃園客運5096線、5098線往大溪，在新街尾站下車可抵。","全年無休","121.28390","24.88482","","附近設有月眉以及橋頭停車場。","免費","大溪橋夜間開燈時間依季節有所不同，依大溪區公所公告為準。  桃園市大溪區公所03-3882201","886-3-3322101","886-3-3322101","2017/03/21 10:49:53"
"","","392","travel.tycg.gov.tw/zh-tw/Travel/Attraction/392","大溪木藝生態博物館-武德殿","大溪武德殿建於西元1935年，是日據時代警察練習柔道、劍道的武道館；採傳統日本式建築中的「寺殿式樣」建築方式，武德殿與公會堂並稱大溪公園內「一和一洋」的新式建築，東洋與西洋建築相映成趣。                1950年大溪公會堂改為總統行館，增設大溪憲兵隊，即以武德殿為隊部。2000年隊部撤除後，鎮公所將舊宿舍整修改為親子活動中心．2000年11月武德殿重新修復，於2001年12月完工，並將3層樓舊兵舍改為圖書館，將以往陽剛十足的武德殿改頭換面，成為充滿書香氣息的藝文特區。2015年規劃為桃園市立大溪木藝生態博物館之館舍。","335桃園市大溪區普濟路35號 (大溪圖書館旁)","335","1.搭乘台灣好行巴士慈湖線、捷順交通710線於大溪老街站下車，步行至中正路右轉，走到底左轉普濟路即抵。  2.搭乘桃園客運5096線、5098線，在大溪站下車沿中央路左轉中山路走到底左轉即抵。","09:30-17:00 （週一休館）","121.28613","24.88108","http://wem.tycg.gov.tw/index.jsp","大溪橋頭停車場有大型車15格，小型車418格，過大溪橋即抵公園，或停公所前停車場，有小型車418格，或停二停車場，有小型車82格，再沿普濟路步行即抵。","免費","","886-3-3888600","886-3-3888677","2017/03/21 10:44:39"
"","","389","travel.tycg.gov.tw/zh-tw/Travel/Attraction/389","大溪公會堂及蔣公行館","大溪中正公園旁的「大溪藝文之家」，園區包括了原為日治時代的建築「公會堂」及「蔣公行館」兩大主體，第一代大溪公會堂建於西元1921年〈大正10年〉，作為地方民眾的集會活動中心，後來徵借為蔣公行館。其建築物極具歷史特殊價值，目前屬於大溪木藝生態博物館舍之一。                園區內部空間規劃，包括公會堂、藝文館、藝術工坊及庭園區等四個部份，活動內容有藝文特展、導覽服務、表演活動、演講、座談會、研習、蔣公紀念室及藝品展售、餐飲服務等。而遊客也可以在視野極佳的露天咖啡座，遠眺大漢溪景致，感受領導人物的簡樸生活。","335桃園市大溪區普濟路21-3號","335","1.搭乘台灣好行巴士慈湖線、捷順交通710線於大溪老街站下車，步行至中正路右轉，走到底左轉普濟路即抵。  2.搭乘桃園客運5096線、5098線，在大溪站下車沿中央路左轉中山路走到底即抵。","週二至週日09:30-17:00 （週一休館）","121.28547","24.88170","http://wem.tycg.gov.tw/index.jsp","大溪橋頭停車場有大型車15格，小型車418格，過大溪橋步行即抵，或停公所前停車場，有小型車418格，或停二停車場，有小型車82格，再沿普濟路步行即抵。","免費","可電話預約導覽。","886-3-3888600","886-3-3322101","2017/03/21 10:25:23"
"","","414","travel.tycg.gov.tw/zh-tw/Travel/Attraction/414","大溪老街","大溪是桃園最早發展的地方，透過大漢溪小帆船行駛淡水河，與大陸貿易興盛，造就了許多商號與商賈。日治大正時代流行巴洛克建築風格，和平路、中山路等老街，各商號融合巴洛克式繁飾主義和閩南傳統裝飾圖案，包括希臘山頭、羅馬柱子和中式的魚、蝙蝠等祈求吉慶的圖案混合，形成一種大溪專有的特色。和平老街因為開發較晚，老屋的保存狀況也較好，街上特色商店林立，十分熱鬧。            大溪老街週邊有大溪橋、李騰芳古宅、寺廟古蹟、武德殿文化古蹟及大溪木藝生態博物館等知名景點，當然更要品嚐老街上傳統的台灣古早味小吃、體驗台灣童玩，尤其是大溪豆干、月光餅、花生糖、豆花、碗粿、湯圓等，都是不容錯過的台灣道地美食！絕對是來到桃園，感受道地台灣味必去的景點之一！             ","335桃園市大溪區和平路、中山路","335","1.搭乘台灣好行巴士慈湖線、捷順交通710線於大溪老街站下車即抵。  2.搭乘桃園客運5096線、5098線往大溪於新街尾站下車即抵。","全年無休","121.28867","24.88470","","離大溪老街最近的停車場，有月眉以及橋頭停車場。","免費","","886-3-3882201","886-3-3322101","2017/03/21 10:11:52"
"","","395","travel.tycg.gov.tw/zh-tw/Travel/Attraction/395","大溪中正公園","走一遭大溪中正公園，玩賞舊時光迴轉韻味。1909年「大溪街｣為日本殖民理番的重要據點，遂以「標準都市｣概念作都市規劃，大溪第一座公園－崁津公園因此於焉誕生。俯瞰為台灣形狀的公園，隱含著皇民化運動下，不願失去的國族信念。1975年公園改名為「中正公園｣，紀念蔣介石在台的貢獻。            公園內共有四大廣場，位於「台灣首｣的帆船廣場，適合在那居高臨下欣賞大溪橋橫跨大漢溪的壯麗地景。因當地木器文化與生活息息相關，陀螺便是常見的木製童玩，陀螺廣場以此象徵陀螺為大溪重要文化產物之一。銅像廣場以蔣介石騎馬英姿為主景，北伐、抗日氣勢渾然天成。公園中央的表演廣場，在日據時期為公學校學童相撲場地，為全台僅存，現今已成為假日時陀螺競技、歌唱表演等藝文展演場地。         全桃第一座設立的神社－大溪神社，隱身於中正公園中，若沒有近年區公所修築的參拜道上五座石燈籠的導引，很容易錯過而不自知。神社原有拜殿、本殿，光復後被拆除，僅留基座改建「超然亭｣，園內的石椅、石桌皆為當時神社附屬遺跡，上頭刻著已模糊不清的「昭和｣、「奉納｣等字跡。1975年增建一層為「漢光樓｣，可眺望崁津美景。         園內的「復興亭｣是另一日據時期遺址，1930年許多日本軍警因鎮壓泰雅族人而殉職，當時新竹州為其立「忠魂碑｣主碑與碑座，被拆除後，於基石上改建一中式涼亭。         大溪中正公園具有豐富自然園景，除了生態池有台灣萍蓬草、野薑花，還有樟樹、榕樹、九芎、楓香、茄苳、黑松、桂花、落羽杉等樹種，使公園成為充滿歷史人文與生態美景的休憩景點，隨興撿拾一片悠然時光，都是故事。   ","335桃園市大溪區普濟路","335","1.	搭乘台灣好行巴士慈湖線、小烏來線、捷順交通710線於大溪老街站下車，沿台7線步行至中正路左轉走到底即抵。  2.	搭乘桃園客運．台北客運聯營9103線、桃園客運5096線、5098線於大溪總站下，沿普濟路約步行7分鐘即抵。","全年無休","121.28471","24.88335","","1.	橋頭停車場有大型車15格，小型車418格  2.	公所前停車場有小型車45格  3.	停二停車場有小型車82格  4.	月眉停車場有大型車8格，小型車130格","免費","．公園下方步道可以連接知名的大溪橋   ．公園蚊蟲多，請著透氣長袖衣褲  ．假日部分路段交通管制","886-3-3322101","886-3-3322101","2017/03/21 10:08:19"
"","","423","travel.tycg.gov.tw/zh-tw/Travel/Attraction/423","東和音樂體驗館","「聲音」的內涵才是音樂的靈魂，河合鋼琴台灣總代理-東和樂器以製造廠商使命來提高發展音樂水準，推廣音樂文化與教育活動，並成立「東和音樂體驗館」，來建構出一個優質的音樂學習空間；透過聲音體驗與互動的操作，讓大家了解不同樂器的發聲原理與知識，一同進入音樂的世界，並享受音樂的愉悅心情。    從一間不到10名員工的小型木工廠，三十多年來一躍成為日系「河合鋼琴」製造商台灣總代理，東和樂器開拓出國內「直立琴」學習市場；第三代經營者成立「東和音樂體驗館」，見證「本土琴」發展歷程，喚起音樂學習意願，無形中也帶動台灣學琴風氣。    在音樂之旅的課程規劃上，區分為國小、幼稚園或音樂科班等不同類型學童。以幼稚園學童來說，學習上以易教易懂的樂器為主，並提供適當的引導，親自去操作及體驗樂器的發聲原理，讓學童可以產生初步的認知，進而轉化為學習動力。    有了這些基礎之後，再由東和老師群進行聲音體驗與音樂遊戲的互動，循序漸進地啟發學童，豐富小朋友們相關的知識力、表現力及創作力。","335桃園市大溪區信義路226號","335","1.	搭乘國光客運1817線【大溪–台北】、桃園客運˙台北客運9103線【大溪–貨饒村–台北】於一心里站下，步行約160公尺即抵   2.	搭乘桃園客運702線【大溪–長庚醫院】、5000線【桃園–至善高中】、5090線【桃園–上巴陵–林班口】、5091線【中壢–上巴陵–林班口】、5096線【桃園–大溪(經更寮腳)】、5098線【中壢–大溪(經官路缺)】、5101線【大溪–鶯歌(經中新)】、5112線【中壢–大溪(經八德)】、中壢客運5301線【桃園–上巴陵–林班口】、捷順交通710線【大溪–捷運永寧站】、L706線【環西乙線】、L708線【環西(支)乙線】、L709線【醫療線】、L710線【大鶯線】於新街尾站下，步行約650公尺即抵","週一至週日09:30-12:00、13:30-16:00，採電話預約制","121.29492","24.88605","http://www.music4fun.com.tw/","備有停車場。","一日遊每人400元、半日遊每人200元（門票含DIY活動材料費用）","參觀採電話預約制。","886-3-3882215#210","886-3-3889676","2017/03/21 09:56:22"
"","","1370","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1370","大溪木藝生態博物館-四連棟","四連棟推測建於日本時代昭和12年至15年間(西元1937至1940年)，屬於丁種判任官舍，為大溪百年警政宿舍群之一部分；由於形式為一排四戶，故稱「四連棟」。後棟水泥房舍為戰後居民因應需求之加建空間，呈現不同時期使用風貌。它一方面見證了大溪近百年的警政沿革與變遷，一方面記錄著不同時代的居民生活軌跡。民國101年(西元2012年)登錄為歷史建築，修繕後成為木博館之公有館，並於修繕時，特別保留了部分舊料以及居民的使用痕跡。    四連棟定位為大溪木藝生態博物館的常設展館，以「大溪人的生活與歷史」為題，在大歷史的架構下，結合在地人的生命記憶，述說大溪如何發展為蘊藏豐厚文化底蘊的老城鎮。除了靜態的模型與文物展示，也有動態影音介紹與互動遊戲。未來博物館將持續與居民共同進行各類調查與策展工作，結合不同小歷史，不定期調整、更換各主題項下的故事，讓四連棟成為一個訴說大溪人故事的基地。    展覽分為七大主題：    「源自大漢溪」從地理環境與產業，了解大溪如何發展為繁榮市街；    「誰住在大溪」單元，則看到各時期大溪人多樣的聚落生活；    「人文化城」凸顯參與建設大溪的人物，以及呂鐵州、鳳飛飛等人在文化教育方面的精彩表現；    「產業協力」搭配藝師館的職人展，由不同面向形構出大溪木藝產業文化；    「眾志成城」追溯二十年前開始的社區營造，啟動在地參與公共事務、關心地方文史記憶的動能並延續至今，並在「傳動大溪協力精神」單元，寄託大家對大溪未來的想望。此外，「大溪人說故事」將以小型特展的方式，藉由每一位大溪人獨特的生命史，映照不同主題的大溪故事。    (資料來源: 大溪木博館官方網站)","335桃園市大溪區普濟路17、19、21、23號","335","1.	搭乘台灣好行巴士501【慈湖線】、502【小烏來線】、捷順交通710線【大溪–捷運永寧站】於大溪老街站下車，步行約500公尺即抵     2.	搭乘桃園客運．台北客運聯營9103線【台北-貨饒村-大溪】、桃園客運5096線【桃園-大溪(經更寮腳)】、5098線【中壢-大溪(經官路缺)】於大溪總站下車，沿慈湖路轉和平路約步行170公尺即抵","週二至週日上午9:30─下午5:00 每週一休館，如遇國定假日照常開放，惟除夕、初一休館","121.28660","24.88083","http://wem.tycg.gov.tw/index.jsp","1.	橋頭停車場有大型車15格，小型車418格  2.	公所前停車場有小型車45格  3.	停二停車場有小型車82格  4.	月眉停車場有大型車8格，小型車130格","免費","＊大溪木藝生態博物館導覽   ■例假日、國定假日上午10:30與下午1:30各一場，每場次限量20人  ■大溪木博壹號館(大溪區中正路68號)集合  ■路線行經「壹號館」、「公會堂」、「蔣公行館」、「武德殿及附屬建築」、「四連棟」、「六連棟」、「藝師館」  ■導覽時間50分鐘內，步行距離約600公尺  ＊開車較不易找停車位，建議搭乘大眾運輸工具   ＊假日部分路段交通管制","886-3-3888600","886-3-3888677","2017/03/21 09:04:35"
"","","961","travel.tycg.gov.tw/zh-tw/Travel/Attraction/961","許厝港濕地","循著西部濱海公路，行經竹圍漁港一路向南，走訪老街溪、雙溪口溪兩河匯流的海岸桃花源，海很美，天空很藍，伯勞鳥優雅飛翔，彈塗魚萌樣張眼，時光就像岸邊輕轉的風車，緩緩而動。原為廢棄軍營的許厝港，因河流水系發達、河口地形發育良好，形成候鳥過境的最佳場所，其占地961公頃、縱長達10.5公里，內政部公告劃定為「重要濕地（國家級）｣，放眼而去除了自行車道及紅樹林木棧道，幾乎沒有什麼人工設施，乍看也許覺得毫無特別，但這裡其實藏著許多「國寶｣，豐富的原始生態，每次來都能有不同驚喜！                  被國際鳥盟(BirdLife International )評為重要野鳥棲地的許厝港濕地，每年10月至隔年5月總是湧進了不少賞鳥人潮，懷著期待與黑面琵鷺、唐白鷺、黑嘴鷗、小燕鷗等候鳥相見歡。擁有潮間帶、防風林、魚塭、水田的濕地，是候鳥大規模南遷的中途休息站，現有鳥種近200種，約占全台560種的32%。群鳥在此覓食、休憩，構成一幅靜謐的生態風景畫。望遠鏡、單眼相機、不打擾的態度與不趕的行程皆是賞鳥必備。         許厝港濕地不只是桃園最佳的野鳥棲息環境之一，也是認識潮間帶生態之美的自然教室；台灣蘆竹、朴樹、馬鞍藤、羊蹄上百種植物，與澤蛙、黑眶蟾蜍等兩棲類，以及台灣特有種生物。如果想要更深入了解這些沿海嬌客，可以前往大園區內海國小「許厝港濕地生態教室｣，讓你學到教科書沒教的事。    ","337桃園市大園區老街溪河口右岸","337","搭乘桃園客運5083線【大園→潮音】於內海廟口站下，步行約1.8公里即抵","全年無休","121.17559","25.08786","http://wetland.tycg.gov.tw/","路邊停車","免費","許厝港濕地多屬海岸潮間帶之天然濕地，進入者請自行注意安全。","886-3-3322101","886-3-3322101","2017/03/17 13:51:11"
