Changetime,Keyword,Remarks,Ticketinfo,Parkinginfo_py,Parkinginfo_px,Parkinginfo,Website,Level,Class3,Class2,Class1,Orgclass,Py,Px,Gov,Map,Picdescribe3,Picture3,Picdescribe2,Picture2,Picdescribe1,Picture1,Opentime,Travellinginfo,Zipcode,Add,Tel,Description,Toldescribe,Zone,Name,Id
2016/12/30 17:38,"捷運,板南線,捷運府中站,板橋",,,,,,http://www.cihuimazu.org.tw/,,,1,4,,25.00941,121.45743,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,05:00–22:00,,220,新北市板橋區挹秀里1鄰府中路81號,886-2-29650014,香火鼎盛的慈惠宮是板橋地區歷史悠久的媽祖廟，傳統宮廟建築夾在民宅之間，形成有趣的對比。寺廟內外採用剪黏、雕刻、彩繪作為裝飾，雕樑畫棟，華麗精緻，展現了傳統藝術的美感；宮內保留有許多珍貴的歷史文物，如清光緒、同治年間之古匾、龍柱，不妨用尋寶的心情尋幽探古一番。最有趣的是，媽祖的得力助手—千里眼、順風耳手持金元寶，年節時祈求旺財的民眾總是絡繹不絕。,香火鼎盛的慈惠宮是板橋地區歷史悠久的媽祖廟，傳統宮廟建築夾在民宅之間，形成有趣的對比。寺廟內外採用剪黏、雕刻、彩繪作為裝飾，雕樑畫棟，華麗精緻，展現了傳統藝術的美感；宮內保留有許多珍貴的歷史文物，如清光緒、同治年間之古匾、龍柱，不妨用尋寶的心情尋幽探古一番。最有趣的是，媽祖的得力助手—千里眼、順風耳手持金元寶，年節時祈求旺財的民眾總是絡繹不絕。,,板橋慈惠宮,C1_382000000A_109732
2017/4/10 14:57,,,,,,,http://www.ylgeopark.org.tw/content/index/index.aspx,,,,11,,25.20721,121.69091,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,每日全區開放，上午8：00至下午5：00，除依「天然災害停止辦公及上課作業辦法」規定，新北市政府決定停止公告或上課之起止時間。,,207,新北市萬里區野柳村港東路167-1號,886-2-24922016,野柳地質公園位於新北市萬里區沿海地區，因地形受風化作用，而成為北海岸相當著名地質及奇石的風景名勝地，屬於北海岸及觀音山國家風景區。風景區內的地形大致上為一個凸出於海面的岬角，如同一隻大海龜，因此又名『野柳龜』，歷經長時間的海蝕風化和地殼運動，形成了海蝕洞溝、蜂窩石、燭狀石、豆腐石、蕈狀岩、壺穴、溶蝕盤等特殊的地質景觀，為北海岸旅遊增添了許多迷人的色彩。,"野柳地質公園位於新北市萬里區沿海地區，因地形受風化作用，而成為北海岸相當著名地質及奇石的風景名勝地，屬於北海岸及觀音山國家風景區。風景區內的地形大致上為一個凸出於海面的岬角，如同一隻大海龜，因此又名『野柳龜』，歷經長時間的海蝕風化和地殼運動，形成了海蝕洞溝、蜂窩石、燭狀石、豆腐石、蕈狀岩、壺穴、溶蝕盤等特殊的地質景觀，為北海岸旅遊增添了許多迷人的色彩。不論中外，很少有一個海岬，能同時包含有這麼多的地質景觀，而每一個令人驚艷的景緻，都是經過數百萬年以上的地質作用才能形成，非常珍貴。 

野柳地質公園內可概分為三區，第一區屬於蕈狀岩、薑石的主要集中區，在本區中可看到蕈狀岩的發育過程，同時也有豐富的薑石、解理、壺穴與溶蝕盤，著名的燭臺石與冰淇淋石也在其中。在燭臺石發育初期，頂部較硬的結核會對下方的岩石形成保護效應，在差異侵蝕與鹽風化的作用下，形成侵蝕殘餘而突出的蠟燭芯(結核)與蠟燭體，四周則向下凹的特殊造型。當結核斷裂脫離後，四周的岩體因為缺乏保護而開始加速侵蝕，最後整個燭臺石會消失，有如蠟燭燒盡一般，非常特殊，同時也表示燭臺石小地景是十分珍貴而易遭到破壞的。

第二區地景與第一區相似，皆以蕈狀岩及薑石為主，但數量比較少，著名的女王頭、龍頭石與金剛石皆位於本區。據專家推測，女王頭芳齡已數千歲，但是以遙遠的地質年代來看，卻是相當的年輕，原本和其它蕈狀岩一樣，是平凡不過的一朵香菇，在1962、63年間，「轟」的一聲，頂部結核上的節理斷裂，讓它從香菇變女王，飛上枝頭，成為野柳的代表，卻也飽受盛名之累，在遊客觸摸下加速人為侵蝕。

於第二區靠近海邊處，可看到三種形狀特別的岩石，分別取名為：象石、仙女鞋和花生石，三者都是岩層中形狀特殊的結核，經過海水侵蝕後，而突出於海邊的小地景。

第三區是野柳另一側的海蝕平台，比第二區狹窄，平台一側緊貼峭壁，另一側底下則是急湧的海浪，在這裡可看到不少怪石散置其間，其中較特殊的，有二十四孝石、珠石、瑪伶鳥石，三者都是形狀特殊的結核，經過海水侵蝕後，所呈現的奇特岩石。恍若正回首眺望的巨鳥－瑪玲鳥，其實並不存於真實世界中，傳聞此名稱由荷蘭人所取，現已無從考證，後來當地人以臺語仿其發音稱呼，沿用至今。

第三區除了奇岩怪石的自然地景之外，同時也是野柳地質公園內重要的生態保育護區。",,野柳地質公園,C1_382000000A_109735
2017/1/17 15:44,,,,,,,,,,,1,,25.20519,121.68922,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,請先來電洽詢,,207,新北市萬里區野柳里港東路167號,886-2-24922512,這裡是以野柳國小的海洋教室作為基地而成立的，館內展出有捕魚籠、捕蟹籠、流刺網、魚探器、集魚燈、錨、釣具、釣餌等漁村常見的器物，都是從社區長輩家中倉庫搬出來的，紀錄著漁村衍替的歷史痕跡，也述說著漁民們幾十年來的辛苦血汗，觀看追想，彷彿進入早期漁村生活的時光隧道。,這裡是以野柳國小的海洋教室作為基地而成立的，館內展出有捕魚籠、捕蟹籠、流刺網、魚探器、集魚燈、錨、釣具、釣餌等漁村常見的器物，都是從社區長輩家中倉庫搬出來的，紀錄著漁村衍替的歷史痕跡，也述說著漁民們幾十年來的辛苦血汗，觀看追想，彷彿進入早期漁村生活的時光隧道。,,萬里漁村生活館,C1_382000000A_109736
2017/1/16 11:48,,,,,,,,,,12,13,,24.99769,121.45059,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全日開放,,220,新北市板橋區環河道路,886-2-29686911,總長3.5公里的湳仔溝自行車道，起於亞東醫院附近的華東公園，終點為湳仔溝與大漢溪的河流處。全程沿著河的右岸綠帶，一路有高聳挺拔的老樹遮蔭，騎乘起來倒也輕鬆愜意。,總長3.5公里的湳仔溝自行車道，起於亞東醫院附近的華東公園，終點為湳仔溝與大漢溪的河流處。全程沿著河的右岸綠帶，一路有高聳挺拔的老樹遮蔭，騎乘起來倒也輕鬆愜意。,,湳仔溝自行車道,C1_382000000A_109745
2016/12/30 17:38,萬里,,,,,,,,,,18,,25.20773,121.69242,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全年開放,,207,新北市萬里區野柳風景區,886-2-24922016,野柳有個叫做「死囝仔窟」的地方，走近一看，原來是一個天然形成的海蝕溝。每當漲潮時，溝內水深有一層半的樓高，會得此名，是因為早期漁民生活困苦，小孩為賺零用錢，加上遊客為測試小朋友勇氣，常將銅幣丟入水中，讓小朋友潛水撿拾，雖然結果是皆大歡喜，然而小孩家人卻擔心不已，大罵「死囝仔趴趴走」。”「死囝仔窟」”據說是因為有小孩子在此游泳溺斃而命名的。,野柳有個叫做「死囝仔窟」的地方，走近一看，原來是一個天然形成的海蝕溝。每當漲潮時，溝內水深有一層半的樓高，會得此名，是因為早期漁民生活困苦，小孩為賺零用錢，加上遊客為測試小朋友勇氣，常將銅幣丟入水中，讓小朋友潛水撿拾，雖然結果是皆大歡喜，然而小孩家人卻擔心不已，大罵「死囝仔趴趴走」。”「死囝仔窟」”據說是因為有小孩子在此游泳溺斃而命名的。至今仍不斷有重覆的事件發生，在此提醒大家，不熟悉水性的朋友到此請務必要小心。,,死囝仔窟,C1_382000000A_109750
2016/12/30 17:38,萬里,,,,,,http://www.ylgeopark.org.tw/content/index/index.aspx,,,,18,,25.21414,121.69729,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,'每日全區開放，上午8：00至下午5：00(依季節彈性調整，5月份~8月延長至下午6：00)，除依「天然災害停止辦公及上課作業辦法」規定，新北市政府決定停止公告或上課之起止時間。,,207,新北市萬里區野柳燈塔,886-2-24922016,野柳燈塔於民國56年設立，塔高11.3公尺，位於第三區龜頭山最高處，可從岬頂主要步道上通向燈塔的岔路前往，為了搭配野柳享譽中外的地形景觀，以燭臺石為範本設計成燭臺造型。燈塔設立在富貴角燈塔及基隆燈塔光照半徑之間，用以加強基隆港的導航功能。,"野柳燈塔於民國56年設立，塔高11.3公尺，位於野柳地質公園第三區龜頭山最高處，可從岬頂主要步道上通向燈塔的岔路前往，為了搭配野柳享譽中外的地形景觀，以燭臺石為範本設計成燭臺造型。燈塔設立在富貴角燈塔及基隆燈塔光照半徑之間，用以加強基隆港的導航功能。
從清代以來，多危岩、暗礁的野柳常釀成船難，自從設立燈塔後才獲得改善。在燈塔下，可憑欄眺望蔚藍的太平洋，遠處深入海洋的狹長陸地則是金山岬。燈塔旁邊有一座無線電塔，是為了漁業通訊作業需要所設，由於 紅、白兩色的塔身高20多公尺相當醒目，常被誤認是野柳燈塔。",,野柳燈塔,C1_382000000A_109751
2016/12/30 17:38,"萬里,歷史古蹟",,,,,,http://www.ylgeopark.org.tw/content/index/index.aspx,,,,18,,25.20721,121.69091,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,'每日全區開放，上午8：00至下午5：00(依季節彈性調整，5月份~8月延長至下午6：00)，除依「天然災害停止辦公及上課作業辦法」規定，新北市政府決定停止公告或上課之起止時間。,,207,新北市萬里區野柳村港東路167-1號,886-2-24922016,在野柳第二區內立著一座銅像，是一位捨己救人的英雄，他叫林添楨。林添楨在一次意外事故中，由於挺身搶救一位掉落海中的遊客，卻不幸的犧牲了自己。在不幸遇難前，他已經先後四次救起不慎落海的人。他是萬里、野柳人心中的英雄，由於受他的情操所感動，於是在意外發生的地方豎立起他的銅像。,"在野柳地質公園第二區內立著一座銅像，是一位捨己救人的英雄，他叫林添楨。林添楨在一次意，(碑文上所記載的漁夫是他的主要工作，而賣涼水是因天候不佳，兼差貼補家用)外事故中，由於挺身搶救一位掉落海中的遊客，卻不幸的犧牲了自己。在不幸遇難前，他已經先後四次救起不慎落海的人。

他是萬里、野柳人心中的英雄，由於受他的情操所感動，於是在意外發生的地方豎立起他的銅像，受後人永遠的景仰事情發生在民國五十三年(風景區管理所尚未成立，屬開放性)，當時林添楨是在風景區裡賣涼水的小販那天有幾個華僑觀光客(學生)在仙女鞋附近岸邊照相，其中有一名被拍攝的人，因不慎失足掉落海中，在旁的林添楨不顧天候惡劣，奮勇下水救人，經過一番搶救仍無法將學生救起，而林添禎也被一陣大浪給吞沒(被大浪沖打到暗礁)，因而喪命。",,林添楨銅像,C1_382000000A_109752
2016/12/30 17:38,萬里,,,,,,,,,,5,,25.15341,121.61852,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,請來電事先預約,,207,新北市萬里區溪底里富士坪5鄰26號,886-2-28213206,座落於青山綠水間，外型獨特的鄒家宅院范陽堂，因九間房一氣連貫的獨特外型，被稱為〝一條龍〞。據管理的鄒燦輝先生透露，宅院是自己設計，並邀請名匠建造，所用的青斗石石材都是人工從鄰近的瑪鋉溪溪底搬運上來，不但堅固耐用，還有調節溫度的功能，所以住在裡面冬暖夏涼。,"座落於青山綠水間，外型獨特的鄒家宅院范陽堂，因九間房一氣連貫的獨特外型，被稱為〝一條龍〞。據管理的鄒燦輝先生透露，宅院是自己設計，並邀請名匠建造，所用的青斗石石材都是人工從鄰近的瑪鋉溪溪底搬運上來，不但堅固耐用，還有調節溫度的功能，所以住在裡面冬暖夏涼。

建坪86坪的宅院，是鄒燦輝先生當年以約53萬元建成，共有12間房及一間大廳，本來鄒先生準備建造ㄇ字型三合院，但因家族人口外流而改成現今形式，如今家族已全部外移，所以宅院呈空屋狀態，家人只有在假日才回來小住，還會碰見參觀民眾及於前庭烤肉休憩的遊客。",,鄒家一條龍,C1_382000000A_109756
2017/1/24 15:10,,,,,,,,,,12,15,,24.99638,121.43854,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全天開放,,220,新北市板橋區環河道路,886-2-89699596,範圍為從板橋鐵路橋至浮洲橋的大漢溪畔，佔地二十公頃，附近有座很有藝術氣息的國立台灣藝術學院，到此散散步，說不定會裡遇見未來的藝術家。園區內更有許多表演場地及藝術景觀設施，美化人們的心靈。,"在廣大綠意的草地上出現一個教室黑板，黑板前方是老師的教學講台，講台前有充滿童年記憶的課桌椅，兩位活潑的小學生立牌在一旁，歡欣的姿勢正期待著新同學到來，快約親朋好友，帶著心愛的寵物一起來體驗戶外上學的樂趣哦！有了上課的教室也有下課的遊戲區，草皮旁道路畫置了跳格子區域，體驗充滿歷史文化的經典童玩，讓活潑的生命氣息進入自然教室中；周圍也設置象徵自然界意象的漂流木裝置藝術，運用各個獨特造型賦予新的詮釋，『Y造型』的漂流木與繩子成了調皮趣味的大型彈弓，『菸斗形狀』的漂流木開口處搭配植栽花朵，象徵著放下菸斗的吞雲吐霧，追尋綻放的馨香繽紛生命。
(大自然教室照片由新北市政府水利局提供)",,浮洲藝術河濱公園,C1_382000000A_109757
2016/12/30 17:38,萬里,,,,,,,,,,18,,25.14276,121.60964,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,09:00~17:00,,207,新北市萬里區溪底里瑞泉路2-6號,886-2-24921631,"靈泉寺位於新北市萬里區芥子山區，四周群山環繞，流水淙淙，環境清幽，風格樸實，為弘揚禪宗法脈之靈山聖地。

民國六十年代初期，當代禪宗巨擘上惟下覺老 和尚(現任中臺禪寺住持)潛跡於此，住茅棚、衣破衲、食粗蔬，修苦行，後應十方信施檀越殷勤啟請，有感機緣成熟，乃發大弘願，就地闢建 靈泉寺，弘宗演教、說法利生。","靈泉寺位於新北市萬里區芥子山區，四周群山環繞，流水淙淙，環境清幽，風格樸實，為弘揚禪宗法脈之靈山聖地。

民國六十年代初期，當代禪宗巨擘上惟下覺老 和尚(現任中臺禪寺住持)潛跡於此，住茅棚、衣破衲、食粗蔬，修苦行，後應十方信施檀越殷勤啟請，有感機緣成熟，乃發大弘願，就地闢建 靈泉寺，弘宗演教、說法利生。",,靈泉寺,C1_382000000A_109758
2016/12/30 17:38,萬里,,,,,,,,,,18,,25.16711,121.64288,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,9：00~20：00,,207,新北市萬里區雙興里二坪路2號,886-2-24929128,雙興百香果園於民國83年起，每年7至12月開放，由萬里區農會輔導，果園內種植的百香果是臺農一號，香濃味甜，有別於一般偏酸的口味，百香果一年結果3次，每兩年要砍掉，重新種植，所以果園工作較繁雜。除了百香果外，果園裡還可見到結果累累的文旦柚，一樣可以摘採。,"您可能吃過百香果，卻可能不知道它不是長在樹上，而是攀爬在網架上！其實百香果種植以中南部為大宗，北部較少見，但現在您可以不必遠赴中南部，因為萬里區就有，而且是一大片廣達3公頃的果園。

雙興百香果園於民國83年起，每年7至12月開放，由萬里區農會輔導，果園內種植的百香果是臺農一號，香濃味甜，有別於一般偏酸的口味，百香果一年結果3次，每兩年要砍掉，重新種植，所以果園工作較繁雜。除了百香果外，果園裡還可見到結果累累的文旦柚，一樣可以摘採。",,雙興百香果園,C1_382000000A_109759
2016/12/30 17:38,萬里,,,,,,,,,,11,,25.13716,121.60281,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全年開放,,207,新北市萬里區風櫃嘴,886-2-24922064,風櫃嘴位於萬里、士林、內湖三條產業道路的三叉點上，從萬里經溪底、靈泉寺，往臺北士林方向前行即可到達，是一處停車歇腳的好地方；此處屬陽明山國家公園管轄，有一步道長6.1公里，可上擎天崗。此處因地型關係，形成一風口，以霧大風強而聞名，在此可感受大自然豐碩的能量，可聆聽大自然的訊息，也看得見大自然幻化的景象，進而意會出大自然生命的智慧。,風櫃嘴位於萬里、士林、內湖三條產業道路的三叉點上，從萬里經溪底、靈泉寺，往臺北士林方向前行即可到達，是一處停車歇腳的好地方；此處屬陽明山國家公園管轄，有一步道長6.1公里，可上擎天崗。此處因地型關係，形成一風口，以霧大風強而聞名，在此可感受大自然豐碩的能量，可聆聽大自然的訊息，也看得見大自然幻化的景象，進而意會出大自然生命的智慧。,,風櫃嘴觀景台,C1_382000000A_109761
2017/1/18 15:59,,,,,,,http://www.ctworld.org/108/tianxiang/index.htm,,,,18,,25.17511,121.65102,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,未提供,,207,新北市萬里區雙興里二坪6號之2,886-2-24929114,座落於新北市萬里區雙興里的天祥寶塔禪寺，可近觀陽明山區群巒疊翠，遠眺臺灣海峽碧波萬頃。禪寺法務興盛，常年不絕；每日固定的早、晚課誦，及上、下午各一場的超薦法會，如法莊嚴；逢週日舉行作七佛事、每月的三昧水懺，獲得廣大善信檀越響應，虔誠禮懺；若為過年、清明、盂蘭盆等特殊節日，則擴大舉辦法會，廣集信眾來山誦經禮懺，功德回向，拔薦眾生，離苦得樂。,座落於新北市萬里區雙興里的天祥寶塔禪寺，可近觀陽明山區群巒疊翠，遠眺臺灣海峽碧波萬頃。禪寺法務興盛，常年不絕；每日固定的早、晚課誦，及上、下午各一場的超薦法會，如法莊嚴；逢週日舉行作七佛事、每月的三昧水懺，獲得廣大善信檀越響應，虔誠禮懺；若為過年、清明、盂蘭盆等特殊節日，則擴大舉辦法會，廣集信眾來山誦經禮懺，功德回向，拔薦眾生，離苦得樂。,,天祥寶塔禪寺,C1_382000000A_109762
2016/12/30 17:38,"捷運,板南線,捷運江子翠站,板橋",,,,,,,,,,18,,25.03651,121.46987,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全日開放,,220,新北市板橋區江子翠景觀河濱公園,886-2-89699596,"悠悠的河川鑲上綠色寶石，河濱綠帶讓都市景觀更加美麗多變。江子翠河口景觀河濱公園位於新店溪與大漢溪交會處，廣大的綠地令人心曠神怡，園內設置了多種球類運動場，是假日放鬆休憩的好選擇。

範圍為從華江橋至板橋鐵路橋的大漢溪畔，佔地70公頃。園區內設有自行車道、籃球場、排球場、棒(壘)球場、足球場、羽球場、溜冰場、槌球場、兒童休憩沙坑、縣徽廣場、藝文廣場、環形廣場、休憩廣場、彩虹廣場、賞鳥區、羊咩咩草園、觀景臺、圓形藝術表演廣場、波浪造型矮飾、親水護岸等。這裡也有完善的自行車道，踩著踏板追風暢遊，自由自在地度過悠閒時光，實為一大享受。","悠悠的河川鑲上綠色寶石，河濱綠帶讓都市景觀更加美麗多變。江子翠河口景觀河濱公園位於新店溪與大漢溪交會處，廣大的綠地令人心曠神怡，園內設置了多種球類運動場，是假日放鬆休憩的好選擇。

範圍為從華江橋至板橋鐵路橋的大漢溪畔，佔地70公頃。園區內設有自行車道、籃球場、排球場、棒(壘)球場、足球場、羽球場、溜冰場、槌球場、兒童休憩沙坑、縣徽廣場、藝文廣場、環形廣場、休憩廣場、彩虹廣場、賞鳥區、羊咩咩草園、觀景臺、圓形藝術表演廣場、波浪造型矮飾、親水護岸等。這裡也有完善的自行車道，踩著踏板追風暢遊，自由自在地度過悠閒時光，實為一大享受。",,江子翠河口景觀河濱公園,C1_382000000A_109764
2016/12/30 17:38,萬里,,,,,,,,,,18,,25.20124,121.66538,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,9：00~21：00,,207,新北市萬里區野柳里坑內11號,886-2-24983717,仁和宮主祀周府將軍，即三國蜀漢名將周倉，周將軍因緣際會與野柳地區結下奇緣，眾善信除了較正式的「周府將軍」尊稱外，仍較習慣以「周倉公」或「周倉爺」稱呼將軍。相傳光緒十八年(1892年)有周倉將軍神像漂流至野柳海岸石洞，為村民發現，遂被迎往八斗坑內(今核二廠後方山區)建「仁和宮」(今稱國聖仁和宮)奉祀，神威顯赫，「老爺」之名遠播。,"仁和宮主祀周府將軍，即三國蜀漢名將周倉，周將軍因緣際會與野柳地區結下奇緣，眾善信除了較正式的「周府將軍」尊稱外，仍較習慣以「周倉公」或「周倉爺」稱呼將軍。

周倉將軍理應陪祀於關聖帝君(關羽)身旁，為何成為奉祀為主神？相傳是光緒十八年(1892年)有周倉將軍神像(該神像尊稱為老爺)漂流至野柳海岸石洞，為村民發現，遂被迎往八斗坑內(今核二廠後方山區)建「仁和宮」(今稱國聖仁和宮)奉祀，神威顯赫，「老爺」之名遠播，基隆、萬里、金山一帶家喻戶曉，信眾亦不遠千里跋山涉水前來祈求膜拜。",,國聖仁和宮,C1_382000000A_109765
2016/12/30 17:38,"捷運,板南線,捷運板橋站,板橋",,,,,,,,,,18,,25.01055,121.46907,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全日開放 (夜間照明提供至晚上11點),,220,新北市板橋區漢生東路278號,886-2-29620462,"新北市立板橋體育場又稱板橋第一運動場區，面積達62,015平方公尺，靠近新北市政府及新板橋車站，交通很便利。平時為提供田徑、槌球、足球、演唱會、各項集會及各種表演活動的演出場地，夜間則有提供照明設備以利一般民眾使用。","新北市立板橋體育場又稱板橋第一運動場區，面積達62,015平方公尺，靠近新北市政府及新板橋車站，交通很便利。平時為提供田徑、槌球、足球、演唱會、各項集會及各種表演活動的演出場地，夜間則有提供照明設備以利一般民眾使用。",,新北市立板橋體育場,C1_382000000A_109766
2016/12/30 17:38,"捷運,板南線,捷運板橋站,板橋",,,,,,,,,,18,,25.01323,121.45655,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全日開放 (夜間照明提供至晚上11點),,220,新北市板橋區中正路8號,886-2-29665329,是一座可供室內排球、籃球、羽球、手球、撞球、柔道、跆拳道及旱冰曲棍球等多功能室內體育場，也可做為大型演講、集會展覽及演唱會等各項活動之場所。,是一座可供室內排球、籃球、羽球、手球、撞球、柔道、跆拳道及旱冰曲棍球等多功能室內體育場，也可做為大型演講、集會展覽及演唱會等各項活動之場所。,,板橋第二運動場,C1_382000000A_109768
2017/1/16 10:25,,,,,,,http://www.jinshan.ntpc.gov.tw/content/?parent_id=10077&type_id=10015,,12,6,1,,25.22182,121.63826,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全天開放(依店家營業時間為主),,208,新北市金山區金包里街,886-2-24985965,金山老街曾經是清代時的商業老街，擁有相當密集的商業活動，老街上的芋餅、紅心甘藷、蛋捲等商品都相當知名，每次來到這裡總是要提一大包的伴手禮回家。街上仍保有一些舊石街屋的特色，長形連棟的店舖住宅散落，還有一座百年的舊式米店，內部舊時方型大木缸、磅秤與百年木板門等歷史文物，與隔壁的傳統中藥舖陳列的藥罐，保留下當初清代的些許遺跡。,"金山老街曾經是清代時的商業老街，擁有相當密集的商業活動，老街上的芋餅、紅心甘藷、蛋捲等商品都相當知名，每次來到這裡總是要提一大包的伴手禮回家。另外，街上仍保有一些舊石街屋的特色，長形連棟的店舖住宅散落，還有一座百年的舊式米店，內部舊時方型大木缸、磅秤與百年木板門等歷史文物，與隔壁的傳統中藥舖陳列的藥罐，保留下當初清代的些許遺跡。

清朝雍正末年，泉州移民到下中股庄建立街肆，街長約一公里，以金聲橋為界，分為頂街與下街，街區以慈護宮為起點，距今有三百多年，建地面窄進深，依然保留著「亭仔腳」的建築特色，是目前北海岸僅存的清代老街，為昔日金包里住民主要的農產、漁獲集散地。

可惜今日老街建築不復以往，目前僅有幾間保留傳統特色的閩式商店老宅，和部分日治時期洋樓立面，如慈護宮後方碩果僅存的清朝末年木造古厝、日據時期紅磚洋樓，清水路上200年歷史的芑豐居等。雖然老建築不再，老街市集仍如百年前一般興盛，金山早市依舊保持著傳統趕集的方式，在市集裏可依不同的產期買到本地特有的紅心地瓜、跳石芋頭、茭白筍、赤殼箭竹筍等蔬菜。

近年來，金山上下全力發展觀光旅遊事業，老街除了傳統的百年米店(泰豐米舖)、百年中藥行(博愛中藥舖)、雜貨舖等商家外，也加入不少具有特色風味的新店家，使得老街得以展現新風華，店家提供的吃喝玩樂，一應俱全，為遊客必定到訪的景點。",,金包里老街,C1_382000000A_109769
2017/1/23 16:25,,,,,,,http://www.cihugong.com.tw/,,,,4,,25.22092,121.64027,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,05:00-21:00,,208,新北市金山區金包里街16號,886-2-24982510,慈護宮(媽祖廟)位於金山區金包里街。清嘉慶年間，神像從海上漂流至野柳，為漁民發現迎回，設壇供奉，後經聖母神意，指示建廟金包里街。現廟中尚存有同治癸酉(西元1873年)之龍柱二， 浮雕雅緻，另有光緒元年之對聯，「慈泉人猶一人聖宮昭字宙，護弟子若赤子母德配乾坤」。,慈護宮(媽祖廟)位於金山區金包里街。清嘉慶年間，神像從海上漂流至野柳，為漁民發現迎回，設壇供奉，後經聖母神意，指示建廟金包里街。現廟中尚存有同治癸酉(西元1873年)之龍柱二，浮雕雅緻，另有光緒元年之對聯，「慈泉人猶一人聖宮昭字宙，護弟子若赤子母德配乾坤」。,,金山慈護宮,C1_382000000A_109770
2016/12/30 17:38,"金山,歷史古蹟",,,,,,http://www.leebu.org.tw/,,,,1,,25.23057,121.62642,382000000A,,,,,,此景點目前暫不開放照片授權,http://tour.ntpc.gov.tw/Content/img/place_default.png,全年無休(不開放屋內參觀),,208,新北市金山區清水路21巷3號,886-2-24985965,堪稱金山當地最華麗的古厝-芑豐居，屋主當年在北台灣富甲一方，號稱李佈公。依照清朝制度，除了廟宇宗祠外，只有當官或中科舉的人家，才有資格建造燕尾裝飾的屋脊，這座李芑豐古宅可能是官宦世家，才能建造出如此華美大器的住宅；典型的三合院形式，格局方正的正屋，以及左右護龍，看來氣勢非凡，最特別的是前院外埕還保有目前台灣少見的半月形風水池!,堪稱金山當地最華麗的古厝-芑豐居，屋主當年在北台灣富甲一方，號稱李佈公。依照清朝制度，除了廟宇宗祠外，只有當官或中科舉的人家，才有資格建造燕尾裝飾的屋脊，這座李芑豐古宅可能是官宦世家，才能建造出如此華美大器的住宅；典型的三合院形式，格局方正的正屋，以及左右護龍，看來氣勢非凡，最特別的是前院外埕還保有目前台灣少見的半月形風水池!,,芑豐居(李芑豐古宅),C1_382000000A_109772
